TOP.5e6eb73a.000cfb6a	START
TOP.5e6ec4e1.000ab1fb	user_options->restore_disable	0
TOP.5e6ec4e1.000ab1fb	user_options->restore_timer	60
TOP.5e6ec4e1.000ab1fb	user_options->rp_files_cnt	0
TOP.5e6ec4e1.000ab1fb	user_options->rp_gen	1000
TOP.5e6ec4e1.000ab1fb	user_options->rp_gen_func_max	4
TOP.5e6ec4e1.000ab1fb	user_options->rp_gen_func_min	1
TOP.5e6ec4e1.000ab1fb	user_options->rp_gen_seed	0
TOP.5e6ec4e1.000ab1fb	user_options->runtime	0
TOP.5e6ec4e1.000ab1fb	user_options->scrypt_tmto	0
TOP.5e6ec4e1.000ab1fb	user_options->segment_size	33554432
TOP.5e6ec4e1.000ab1fb	user_options->self_test_disable	1
TOP.5e6ec4e1.000ab1fb	user_options->slow_candidates	0
TOP.5e6ec4e1.000ab1fb	user_options->show	0
TOP.5e6ec4e1.000ab1fb	user_options->speed_only	0
TOP.5e6ec4e1.000ab1fb	user_options->spin_damp	8
TOP.5e6ec4e1.000ab1fb	user_options->status	1
TOP.5e6ec4e1.000ab1fb	user_options->status_timer	60
TOP.5e6ec4e1.000ab1fb	user_options->stdout_flag	0
TOP.5e6ec4e1.000ab1fb	user_options->usage	0
TOP.5e6ec4e1.000ab1fb	user_options->username	0
TOP.5e6ec4e1.000ab1fb	user_options->veracrypt_pim	0
TOP.5e6ec4e1.000ab1fb	user_options->version	0
TOP.5e6ec4e1.000ab1fb	user_options->workload_profile	2
TOP.5e6ec4e1.000ab1fb	user_options->brain_client	0
TOP.5e6ec4e1.000ab1fb	user_options->brain_client_features	2
TOP.5e6ec4e1.000ab1fb	user_options->brain_server	0
TOP.5e6ec4e1.000ab1fb	user_options->brain_port	6863
TOP.5e6ec4e1.000ab1fb	user_options->brain_session	0
TOP.5e6ec4e1.000ab1fb	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e6ec4e1.000ab1fb	hashes->hashlist_mode	4
TOP.5e6ec4e1.000ab1fb	hashes->hashlist_format	0
TOP.5e6ec4e1.000ab1fb	hashes->hashes_cnt	0
TOP.5e6ec4e1.000ab1fb	hashes->digests_cnt	1
TOP.5e6ec4e1.000ab1fb	hashes->digests_done	0
TOP.5e6ec4e1.000ab1fb	hashes->salts_cnt	1
TOP.5e6ec4e1.000ab1fb	hashes->salts_done	0
TOP.5e6ec4e1.000ab1fb	proc_start	1584317665
TOP.5e6ec4e1.000ab1fb	proc_stop	1584317666
TOP.5e6ec4e1.000ab1fb	STOP
TOP.5e6ec518.000a05fd	START
TOP.5e6ec518.000a05fd	user_options->separator	.
TOP.5e6ec518.000a05fd	user_options->encoding_from	utf-8
TOP.5e6ec518.000a05fd	user_options->encoding_to	utf-8
TOP.5e6ec518.000a05fd	user_options->opencl_device_types	1
TOP.5e6ec518.000a05fd	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec518.000a05fd	user_options->rule_buf_l	:
TOP.5e6ec518.000a05fd	user_options->rule_buf_r	:
TOP.5e6ec518.000a05fd	user_options->session	2020-03-15
TOP.5e6ec518.000a05fd	user_options->limit	0
TOP.5e6ec518.000a05fd	user_options->skip	0
TOP.5e6ec518.000a05fd	user_options->attack_mode	0
TOP.5e6ec518.000a05fd	user_options->benchmark	0
TOP.5e6ec518.000a05fd	user_options->benchmark_all	0
TOP.5e6ec518.000a05fd	user_options->bitmap_max	18
TOP.5e6ec518.000a05fd	user_options->bitmap_min	16
TOP.5e6ec518.000a05fd	user_options->debug_mode	0
TOP.5e6ec518.000a05fd	user_options->example_hashes	0
TOP.5e6ec518.000a05fd	user_options->force	1
TOP.5e6ec518.000a05fd	user_options->hwmon_disable	0
TOP.5e6ec518.000a05fd	user_options->hwmon_temp_abort	90
TOP.5e6ec518.000a05fd	user_options->hash_mode	3800
TOP.5e6ec518.000a05fd	user_options->hex_charset	0
TOP.5e6ec518.000a05fd	user_options->hex_salt	0
TOP.5e6ec518.000a05fd	user_options->hex_wordlist	0
TOP.5e6ec518.000a05fd	user_options->increment	0
TOP.5e6ec518.000a05fd	user_options->increment_max	256
TOP.5e6ec518.000a05fd	user_options->increment_min	1
TOP.5e6ec518.000a05fd	user_options->keep_guessing	0
TOP.5e6ec518.000a05fd	user_options->kernel_accel	0
TOP.5e6ec518.000a05fd	user_options->kernel_loops	0
TOP.5e6ec518.000a05fd	user_options->kernel_threads	0
TOP.5e6ec518.000a05fd	user_options->keyspace	0
TOP.5e6ec518.000a05fd	user_options->left	0
TOP.5e6ec518.000a05fd	user_options->logfile_disable	0
TOP.5e6ec518.000a05fd	user_options->loopback	0
TOP.5e6ec518.000a05fd	user_options->machine_readable	0
TOP.5e6ec518.000a05fd	user_options->markov_classic	0
TOP.5e6ec518.000a05fd	user_options->markov_disable	0
TOP.5e6ec518.000a05fd	user_options->markov_threshold	256
TOP.5e6ec518.000a05fd	user_options->opencl_info	0
TOP.5e6ec518.000a05fd	user_options->opencl_vector_width	0
TOP.5e6ec518.000a05fd	user_options->optimized_kernel_enable	1
TOP.5e6ec518.000a05fd	user_options->outfile_autohex	1
TOP.5e6ec518.000a05fd	user_options->outfile_check_timer	5
TOP.5e6ec518.000a05fd	user_options->outfile_format	1
TOP.5e6ec518.000a05fd	user_options->wordlist_autohex_disable	0
TOP.5e6ec518.000a05fd	user_options->potfile_disable	1
TOP.5e6ec518.000a05fd	user_options->progress_only	0
TOP.5e6ec518.000a05fd	user_options->quiet	0
TOP.5e6ec518.000a05fd	user_options->remove	0
TOP.5e6ec518.000a05fd	user_options->remove_timer	60
TOP.5e6ec518.000a05fd	user_options->restore	0
TOP.5e6ec518.000a05fd	user_options->restore_disable	0
TOP.5e6ec518.000a05fd	user_options->restore_timer	60
TOP.5e6ec518.000a05fd	user_options->rp_files_cnt	0
TOP.5e6ec518.000a05fd	user_options->rp_gen	1000
TOP.5e6ec518.000a05fd	user_options->rp_gen_func_max	4
TOP.5e6ec518.000a05fd	user_options->rp_gen_func_min	1
TOP.5e6ec518.000a05fd	user_options->rp_gen_seed	0
TOP.5e6ec518.000a05fd	user_options->runtime	0
TOP.5e6ec518.000a05fd	user_options->scrypt_tmto	0
TOP.5e6ec518.000a05fd	user_options->segment_size	33554432
TOP.5e6ec518.000a05fd	user_options->self_test_disable	1
TOP.5e6ec518.000a05fd	user_options->slow_candidates	0
TOP.5e6ec518.000a05fd	user_options->show	0
TOP.5e6ec518.000a05fd	user_options->speed_only	0
TOP.5e6ec518.000a05fd	user_options->spin_damp	8
TOP.5e6ec518.000a05fd	user_options->status	1
TOP.5e6ec518.000a05fd	user_options->status_timer	60
TOP.5e6ec518.000a05fd	user_options->stdout_flag	0
TOP.5e6ec518.000a05fd	user_options->usage	0
TOP.5e6ec518.000a05fd	user_options->username	0
TOP.5e6ec518.000a05fd	user_options->veracrypt_pim	0
TOP.5e6ec518.000a05fd	user_options->version	0
TOP.5e6ec518.000a05fd	user_options->workload_profile	2
TOP.5e6ec518.000a05fd	user_options->brain_client	0
TOP.5e6ec518.000a05fd	user_options->brain_client_features	2
TOP.5e6ec518.000a05fd	user_options->brain_server	0
TOP.5e6ec518.000a05fd	user_options->brain_port	6863
TOP.5e6ec518.000a05fd	user_options->brain_session	0
TOP.5e6ec518.000a05fd	proc_start	1584317720
TOP.5e6ec518.000a05fd	proc_stop	1584317720
TOP.5e6ec518.000a05fd	STOP
TOP.5e6ec52e.000afe97	START
TOP.5e6ec52e.000afe97	user_options->separator	.
TOP.5e6ec52e.000afe97	user_options->encoding_from	utf-8
TOP.5e6ec52e.000afe97	user_options->encoding_to	utf-8
TOP.5e6ec52e.000afe97	user_options->opencl_device_types	1
TOP.5e6ec52e.000afe97	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec52e.000afe97	user_options->rule_buf_l	:
TOP.5e6ec52e.000afe97	user_options->rule_buf_r	:
TOP.5e6ec52e.000afe97	user_options->session	2020-03-15
TOP.5e6ec52e.000afe97	user_options->limit	0
TOP.5e6ec52e.000afe97	user_options->skip	0
TOP.5e6ec52e.000afe97	user_options->attack_mode	0
TOP.5e6ec52e.000afe97	user_options->benchmark	0
TOP.5e6ec52e.000afe97	user_options->benchmark_all	0
TOP.5e6ec52e.000afe97	user_options->bitmap_max	18
TOP.5e6ec52e.000afe97	user_options->bitmap_min	16
TOP.5e6ec52e.000afe97	user_options->debug_mode	0
TOP.5e6ec52e.000afe97	user_options->example_hashes	0
TOP.5e6ec52e.000afe97	user_options->force	1
TOP.5e6ec52e.000afe97	user_options->hwmon_disable	0
TOP.5e6ec52e.000afe97	user_options->hwmon_temp_abort	90
TOP.5e6ec52e.000afe97	user_options->hash_mode	3800
TOP.5e6ec52e.000afe97	user_options->hex_charset	0
TOP.5e6ec52e.000afe97	user_options->hex_salt	0
TOP.5e6ec52e.000afe97	user_options->hex_wordlist	0
TOP.5e6ec52e.000afe97	user_options->increment	0
TOP.5e6ec52e.000afe97	user_options->increment_max	256
TOP.5e6ec52e.000afe97	user_options->increment_min	1
TOP.5e6ec52e.000afe97	user_options->keep_guessing	0
TOP.5e6ec52e.000afe97	user_options->kernel_accel	0
TOP.5e6ec52e.000afe97	user_options->kernel_loops	0
TOP.5e6ec52e.000afe97	user_options->kernel_threads	0
TOP.5e6ec52e.000afe97	user_options->keyspace	0
TOP.5e6ec52e.000afe97	user_options->left	0
TOP.5e6ec52e.000afe97	user_options->logfile_disable	0
TOP.5e6ec52e.000afe97	user_options->loopback	0
TOP.5e6ec52e.000afe97	user_options->machine_readable	0
TOP.5e6ec52e.000afe97	user_options->markov_classic	0
TOP.5e6ec52e.000afe97	user_options->markov_disable	0
TOP.5e6ec52e.000afe97	user_options->markov_threshold	256
TOP.5e6ec52e.000afe97	user_options->opencl_info	0
TOP.5e6ec52e.000afe97	user_options->opencl_vector_width	0
TOP.5e6ec52e.000afe97	user_options->optimized_kernel_enable	1
TOP.5e6ec52e.000afe97	user_options->outfile_autohex	1
TOP.5e6ec52e.000afe97	user_options->outfile_check_timer	5
TOP.5e6ec52e.000afe97	user_options->outfile_format	2
TOP.5e6ec52e.000afe97	user_options->wordlist_autohex_disable	0
TOP.5e6ec52e.000afe97	user_options->potfile_disable	1
TOP.5e6ec52e.000afe97	user_options->progress_only	0
TOP.5e6ec52e.000afe97	user_options->quiet	0
TOP.5e6ec52e.000afe97	user_options->remove	0
TOP.5e6ec52e.000afe97	user_options->remove_timer	60
TOP.5e6ec52e.000afe97	user_options->restore	0
TOP.5e6ec52e.000afe97	user_options->restore_disable	0
TOP.5e6ec52e.000afe97	user_options->restore_timer	60
TOP.5e6ec52e.000afe97	user_options->rp_files_cnt	0
TOP.5e6ec52e.000afe97	user_options->rp_gen	1000
TOP.5e6ec52e.000afe97	user_options->rp_gen_func_max	4
TOP.5e6ec52e.000afe97	user_options->rp_gen_func_min	1
TOP.5e6ec52e.000afe97	user_options->rp_gen_seed	0
TOP.5e6ec52e.000afe97	user_options->runtime	0
TOP.5e6ec52e.000afe97	user_options->scrypt_tmto	0
TOP.5e6ec52e.000afe97	user_options->segment_size	33554432
TOP.5e6ec52e.000afe97	user_options->self_test_disable	1
TOP.5e6ec52e.000afe97	user_options->slow_candidates	0
TOP.5e6ec52e.000afe97	user_options->show	0
TOP.5e6ec52e.000afe97	user_options->speed_only	0
TOP.5e6ec52e.000afe97	user_options->spin_damp	8
TOP.5e6ec52e.000afe97	user_options->status	1
TOP.5e6ec52e.000afe97	user_options->status_timer	60
TOP.5e6ec52e.000afe97	user_options->stdout_flag	0
TOP.5e6ec52e.000afe97	user_options->usage	0
TOP.5e6ec52e.000afe97	user_options->username	0
TOP.5e6ec52e.000afe97	user_options->veracrypt_pim	0
TOP.5e6ec52e.000afe97	user_options->version	0
TOP.5e6ec52e.000afe97	user_options->workload_profile	2
TOP.5e6ec52e.000afe97	user_options->brain_client	0
TOP.5e6ec52e.000afe97	user_options->brain_client_features	2
TOP.5e6ec52e.000afe97	user_options->brain_server	0
TOP.5e6ec52e.000afe97	user_options->brain_port	6863
TOP.5e6ec52e.000afe97	user_options->brain_session	0
TOP.5e6ec52e.000afe97	proc_start	1584317742
TOP.5e6ec52e.000afe97	proc_stop	1584317742
TOP.5e6ec52e.000afe97	STOP
TOP.5e6ec53e.0006f42e	START
TOP.5e6ec53e.0006f42e	user_options->separator	.
TOP.5e6ec53e.0006f42e	user_options->encoding_from	utf-8
TOP.5e6ec53e.0006f42e	user_options->encoding_to	utf-8
TOP.5e6ec53e.0006f42e	user_options->opencl_device_types	1
TOP.5e6ec53e.0006f42e	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec53e.0006f42e	user_options->rule_buf_l	:
TOP.5e6ec53e.0006f42e	user_options->rule_buf_r	:
TOP.5e6ec53e.0006f42e	user_options->session	2020-03-15
TOP.5e6ec53e.0006f42e	user_options->limit	0
TOP.5e6ec53e.0006f42e	user_options->skip	0
TOP.5e6ec53e.0006f42e	user_options->attack_mode	0
TOP.5e6ec53e.0006f42e	user_options->benchmark	0
TOP.5e6ec53e.0006f42e	user_options->benchmark_all	0
TOP.5e6ec53e.0006f42e	user_options->bitmap_max	18
TOP.5e6ec53e.0006f42e	user_options->bitmap_min	16
TOP.5e6ec53e.0006f42e	user_options->debug_mode	0
TOP.5e6ec53e.0006f42e	user_options->example_hashes	0
TOP.5e6ec53e.0006f42e	user_options->force	1
TOP.5e6ec53e.0006f42e	user_options->hwmon_disable	0
TOP.5e6ec53e.0006f42e	user_options->hwmon_temp_abort	90
TOP.5e6ec53e.0006f42e	user_options->hash_mode	500
TOP.5e6ec53e.0006f42e	user_options->hex_charset	0
TOP.5e6ec53e.0006f42e	user_options->hex_salt	0
TOP.5e6ec53e.0006f42e	user_options->hex_wordlist	0
TOP.5e6ec53e.0006f42e	user_options->increment	0
TOP.5e6ec53e.0006f42e	user_options->increment_max	256
TOP.5e6ec53e.0006f42e	user_options->increment_min	1
TOP.5e6ec53e.0006f42e	user_options->keep_guessing	0
TOP.5e6ec53e.0006f42e	user_options->kernel_accel	0
TOP.5e6ec53e.0006f42e	user_options->kernel_loops	0
TOP.5e6ec53e.0006f42e	user_options->kernel_threads	0
TOP.5e6ec53e.0006f42e	user_options->keyspace	0
TOP.5e6ec53e.0006f42e	user_options->left	0
TOP.5e6ec53e.0006f42e	user_options->logfile_disable	0
TOP.5e6ec53e.0006f42e	user_options->loopback	0
TOP.5e6ec53e.0006f42e	user_options->machine_readable	0
TOP.5e6ec53e.0006f42e	user_options->markov_classic	0
TOP.5e6ec53e.0006f42e	user_options->markov_disable	0
TOP.5e6ec53e.0006f42e	user_options->markov_threshold	256
TOP.5e6ec53e.0006f42e	user_options->opencl_info	0
TOP.5e6ec53e.0006f42e	user_options->opencl_vector_width	0
TOP.5e6ec53e.0006f42e	user_options->optimized_kernel_enable	1
TOP.5e6ec53e.0006f42e	user_options->outfile_autohex	1
TOP.5e6ec53e.0006f42e	user_options->outfile_check_timer	5
TOP.5e6ec53e.0006f42e	user_options->outfile_format	2
TOP.5e6ec53e.0006f42e	user_options->wordlist_autohex_disable	0
TOP.5e6ec53e.0006f42e	user_options->potfile_disable	1
TOP.5e6ec53e.0006f42e	user_options->progress_only	0
TOP.5e6ec53e.0006f42e	user_options->quiet	0
TOP.5e6ec53e.0006f42e	user_options->remove	0
TOP.5e6ec53e.0006f42e	user_options->remove_timer	60
TOP.5e6ec53e.0006f42e	user_options->restore	0
TOP.5e6ec53e.0006f42e	user_options->restore_disable	0
TOP.5e6ec53e.0006f42e	user_options->restore_timer	60
TOP.5e6ec53e.0006f42e	user_options->rp_files_cnt	0
TOP.5e6ec53e.0006f42e	user_options->rp_gen	1000
TOP.5e6ec53e.0006f42e	user_options->rp_gen_func_max	4
TOP.5e6ec53e.0006f42e	user_options->rp_gen_func_min	1
TOP.5e6ec53e.0006f42e	user_options->rp_gen_seed	0
TOP.5e6ec53e.0006f42e	user_options->runtime	0
TOP.5e6ec53e.0006f42e	user_options->scrypt_tmto	0
TOP.5e6ec53e.0006f42e	user_options->segment_size	33554432
TOP.5e6ec53e.0006f42e	user_options->self_test_disable	1
TOP.5e6ec53e.0006f42e	user_options->slow_candidates	0
TOP.5e6ec53e.0006f42e	user_options->show	0
TOP.5e6ec53e.0006f42e	user_options->speed_only	0
TOP.5e6ec53e.0006f42e	user_options->spin_damp	8
TOP.5e6ec53e.0006f42e	user_options->status	1
TOP.5e6ec53e.0006f42e	user_options->status_timer	60
TOP.5e6ec53e.0006f42e	user_options->stdout_flag	0
TOP.5e6ec53e.0006f42e	user_options->usage	0
TOP.5e6ec53e.0006f42e	user_options->username	0
TOP.5e6ec53e.0006f42e	user_options->veracrypt_pim	0
TOP.5e6ec53e.0006f42e	user_options->version	0
TOP.5e6ec53e.0006f42e	user_options->workload_profile	2
TOP.5e6ec53e.0006f42e	user_options->brain_client	0
TOP.5e6ec53e.0006f42e	user_options->brain_client_features	2
TOP.5e6ec53e.0006f42e	user_options->brain_server	0
TOP.5e6ec53e.0006f42e	user_options->brain_port	6863
TOP.5e6ec53e.0006f42e	user_options->brain_session	0
TOP.5e6ec53e.0006f42e	proc_start	1584317758
TOP.5e6ec53e.0006f42e	proc_stop	1584317758
TOP.5e6ec53e.0006f42e	STOP
TOP.5e6ec56d.000b2c13	START
TOP.5e6ec56d.000b2c13	user_options->separator	.
TOP.5e6ec56d.000b2c13	user_options->encoding_from	utf-8
TOP.5e6ec56d.000b2c13	user_options->encoding_to	utf-8
TOP.5e6ec56d.000b2c13	user_options->opencl_device_types	1
TOP.5e6ec56d.000b2c13	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec56d.000b2c13	user_options->rule_buf_l	:
TOP.5e6ec56d.000b2c13	user_options->rule_buf_r	:
TOP.5e6ec56d.000b2c13	user_options->session	2020-03-15
TOP.5e6ec56d.000b2c13	user_options->limit	0
TOP.5e6ec56d.000b2c13	user_options->skip	0
TOP.5e6ec56d.000b2c13	user_options->attack_mode	0
TOP.5e6ec56d.000b2c13	user_options->benchmark	0
TOP.5e6ec56d.000b2c13	user_options->benchmark_all	0
TOP.5e6ec56d.000b2c13	user_options->bitmap_max	18
TOP.5e6ec56d.000b2c13	user_options->bitmap_min	16
TOP.5e6ec56d.000b2c13	user_options->debug_mode	0
TOP.5e6ec56d.000b2c13	user_options->example_hashes	0
TOP.5e6ec56d.000b2c13	user_options->force	1
TOP.5e6ec56d.000b2c13	user_options->hwmon_disable	0
TOP.5e6ec56d.000b2c13	user_options->hwmon_temp_abort	90
TOP.5e6ec56d.000b2c13	user_options->hash_mode	150
TOP.5e6ec56d.000b2c13	user_options->hex_charset	0
TOP.5e6ec56d.000b2c13	user_options->hex_salt	0
TOP.5e6ec56d.000b2c13	user_options->hex_wordlist	0
TOP.5e6ec56d.000b2c13	user_options->increment	0
TOP.5e6ec56d.000b2c13	user_options->increment_max	256
TOP.5e6ec56d.000b2c13	user_options->increment_min	1
TOP.5e6ec56d.000b2c13	user_options->keep_guessing	0
TOP.5e6ec56d.000b2c13	user_options->kernel_accel	0
TOP.5e6ec56d.000b2c13	user_options->kernel_loops	0
TOP.5e6ec56d.000b2c13	user_options->kernel_threads	0
TOP.5e6ec56d.000b2c13	user_options->keyspace	0
TOP.5e6ec56d.000b2c13	user_options->left	0
TOP.5e6ec56d.000b2c13	user_options->logfile_disable	0
TOP.5e6ec56d.000b2c13	user_options->loopback	0
TOP.5e6ec56d.000b2c13	user_options->machine_readable	0
TOP.5e6ec56d.000b2c13	user_options->markov_classic	0
TOP.5e6ec56d.000b2c13	user_options->markov_disable	0
TOP.5e6ec56d.000b2c13	user_options->markov_threshold	256
TOP.5e6ec56d.000b2c13	user_options->opencl_info	0
TOP.5e6ec56d.000b2c13	user_options->opencl_vector_width	0
TOP.5e6ec56d.000b2c13	user_options->optimized_kernel_enable	1
TOP.5e6ec56d.000b2c13	user_options->outfile_autohex	1
TOP.5e6ec56d.000b2c13	user_options->outfile_check_timer	5
TOP.5e6ec56d.000b2c13	user_options->outfile_format	2
TOP.5e6ec56d.000b2c13	user_options->wordlist_autohex_disable	0
TOP.5e6ec56d.000b2c13	user_options->potfile_disable	1
TOP.5e6ec56d.000b2c13	user_options->progress_only	0
TOP.5e6ec56d.000b2c13	user_options->quiet	0
TOP.5e6ec56d.000b2c13	user_options->remove	0
TOP.5e6ec56d.000b2c13	user_options->remove_timer	60
TOP.5e6ec56d.000b2c13	user_options->restore	0
TOP.5e6ec56d.000b2c13	user_options->restore_disable	0
TOP.5e6ec56d.000b2c13	user_options->restore_timer	60
TOP.5e6ec56d.000b2c13	user_options->rp_files_cnt	0
TOP.5e6ec56d.000b2c13	user_options->rp_gen	1000
TOP.5e6ec56d.000b2c13	user_options->rp_gen_func_max	4
TOP.5e6ec56d.000b2c13	user_options->rp_gen_func_min	1
TOP.5e6ec56d.000b2c13	user_options->rp_gen_seed	0
TOP.5e6ec56d.000b2c13	user_options->runtime	0
TOP.5e6ec56d.000b2c13	user_options->scrypt_tmto	0
TOP.5e6ec56d.000b2c13	user_options->segment_size	33554432
TOP.5e6ec56d.000b2c13	user_options->self_test_disable	1
TOP.5e6ec56d.000b2c13	user_options->slow_candidates	0
TOP.5e6ec56d.000b2c13	user_options->show	0
TOP.5e6ec56d.000b2c13	user_options->speed_only	0
TOP.5e6ec56d.000b2c13	user_options->spin_damp	8
TOP.5e6ec56d.000b2c13	user_options->status	1
TOP.5e6ec56d.000b2c13	user_options->status_timer	60
TOP.5e6ec56d.000b2c13	user_options->stdout_flag	0
TOP.5e6ec56d.000b2c13	user_options->usage	0
TOP.5e6ec56d.000b2c13	user_options->username	0
TOP.5e6ec56d.000b2c13	user_options->veracrypt_pim	0
TOP.5e6ec56d.000b2c13	user_options->version	0
TOP.5e6ec56d.000b2c13	user_options->workload_profile	2
TOP.5e6ec56d.000b2c13	user_options->brain_client	0
TOP.5e6ec56d.000b2c13	user_options->brain_client_features	2
TOP.5e6ec56d.000b2c13	user_options->brain_server	0
TOP.5e6ec56d.000b2c13	user_options->brain_port	6863
TOP.5e6ec56d.000b2c13	user_options->brain_session	0
TOP.5e6ec56d.000b2c13	proc_start	1584317805
TOP.5e6ec56d.000b2c13	proc_stop	1584317805
TOP.5e6ec56d.000b2c13	STOP
TOP.5e6ec58a.00029c92	START
TOP.5e6ec58a.00029c92	user_options->separator	.
TOP.5e6ec58a.00029c92	user_options->encoding_from	utf-8
TOP.5e6ec58a.00029c92	user_options->encoding_to	utf-8
TOP.5e6ec58a.00029c92	user_options->opencl_device_types	1
TOP.5e6ec58a.00029c92	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec58a.00029c92	user_options->rule_buf_l	:
TOP.5e6ec58a.00029c92	user_options->rule_buf_r	:
TOP.5e6ec58a.00029c92	user_options->session	2020-03-15
TOP.5e6ec58a.00029c92	user_options->limit	0
TOP.5e6ec58a.00029c92	user_options->skip	0
TOP.5e6ec58a.00029c92	user_options->attack_mode	0
TOP.5e6ec58a.00029c92	user_options->benchmark	0
TOP.5e6ec58a.00029c92	user_options->benchmark_all	0
TOP.5e6ec58a.00029c92	user_options->bitmap_max	18
TOP.5e6ec58a.00029c92	user_options->bitmap_min	16
TOP.5e6ec58a.00029c92	user_options->debug_mode	0
TOP.5e6ec58a.00029c92	user_options->example_hashes	0
TOP.5e6ec58a.00029c92	user_options->force	1
TOP.5e6ec58a.00029c92	user_options->hwmon_disable	0
TOP.5e6ec58a.00029c92	user_options->hwmon_temp_abort	90
TOP.5e6ec58a.00029c92	user_options->hash_mode	6600
TOP.5e6ec58a.00029c92	user_options->hex_charset	0
TOP.5e6ec58a.00029c92	user_options->hex_salt	0
TOP.5e6ec58a.00029c92	user_options->hex_wordlist	0
TOP.5e6ec58a.00029c92	user_options->increment	0
TOP.5e6ec58a.00029c92	user_options->increment_max	256
TOP.5e6ec58a.00029c92	user_options->increment_min	1
TOP.5e6ec58a.00029c92	user_options->keep_guessing	0
TOP.5e6ec58a.00029c92	user_options->kernel_accel	0
TOP.5e6ec58a.00029c92	user_options->kernel_loops	0
TOP.5e6ec58a.00029c92	user_options->kernel_threads	0
TOP.5e6ec58a.00029c92	user_options->keyspace	0
TOP.5e6ec58a.00029c92	user_options->left	0
TOP.5e6ec58a.00029c92	user_options->logfile_disable	0
TOP.5e6ec58a.00029c92	user_options->loopback	0
TOP.5e6ec58a.00029c92	user_options->machine_readable	0
TOP.5e6ec58a.00029c92	user_options->markov_classic	0
TOP.5e6ec58a.00029c92	user_options->markov_disable	0
TOP.5e6ec58a.00029c92	user_options->markov_threshold	256
TOP.5e6ec58a.00029c92	user_options->opencl_info	0
TOP.5e6ec58a.00029c92	user_options->opencl_vector_width	0
TOP.5e6ec58a.00029c92	user_options->optimized_kernel_enable	1
TOP.5e6ec58a.00029c92	user_options->outfile_autohex	1
TOP.5e6ec58a.00029c92	user_options->outfile_check_timer	5
TOP.5e6ec58a.00029c92	user_options->outfile_format	2
TOP.5e6ec58a.00029c92	user_options->wordlist_autohex_disable	0
TOP.5e6ec58a.00029c92	user_options->potfile_disable	1
TOP.5e6ec58a.00029c92	user_options->progress_only	0
TOP.5e6ec58a.00029c92	user_options->quiet	0
TOP.5e6ec58a.00029c92	user_options->remove	0
TOP.5e6ec58a.00029c92	user_options->remove_timer	60
TOP.5e6ec58a.00029c92	user_options->restore	0
TOP.5e6ec58a.00029c92	user_options->restore_disable	0
TOP.5e6ec58a.00029c92	user_options->restore_timer	60
TOP.5e6ec58a.00029c92	user_options->rp_files_cnt	0
TOP.5e6ec58a.00029c92	user_options->rp_gen	1000
TOP.5e6ec58a.00029c92	user_options->rp_gen_func_max	4
TOP.5e6ec58a.00029c92	user_options->rp_gen_func_min	1
TOP.5e6ec58a.00029c92	user_options->rp_gen_seed	0
TOP.5e6ec58a.00029c92	user_options->runtime	0
TOP.5e6ec58a.00029c92	user_options->scrypt_tmto	0
TOP.5e6ec58a.00029c92	user_options->segment_size	33554432
TOP.5e6ec58a.00029c92	user_options->self_test_disable	1
TOP.5e6ec58a.00029c92	user_options->slow_candidates	0
TOP.5e6ec58a.00029c92	user_options->show	0
TOP.5e6ec58a.00029c92	user_options->speed_only	0
TOP.5e6ec58a.00029c92	user_options->spin_damp	8
TOP.5e6ec58a.00029c92	user_options->status	1
TOP.5e6ec58a.00029c92	user_options->status_timer	60
TOP.5e6ec58a.00029c92	user_options->stdout_flag	0
TOP.5e6ec58a.00029c92	user_options->usage	0
TOP.5e6ec58a.00029c92	user_options->username	0
TOP.5e6ec58a.00029c92	user_options->veracrypt_pim	0
TOP.5e6ec58a.00029c92	user_options->version	0
TOP.5e6ec58a.00029c92	user_options->workload_profile	2
TOP.5e6ec58a.00029c92	user_options->brain_client	0
TOP.5e6ec58a.00029c92	user_options->brain_client_features	2
TOP.5e6ec58a.00029c92	user_options->brain_server	0
TOP.5e6ec58a.00029c92	user_options->brain_port	6863
TOP.5e6ec58a.00029c92	user_options->brain_session	0
TOP.5e6ec58a.00029c92	proc_start	1584317834
TOP.5e6ec58a.00029c92	proc_stop	1584317834
TOP.5e6ec58a.00029c92	STOP
TOP.5e6ec595.000c655b	START
TOP.5e6ec595.000c655b	user_options->separator	.
TOP.5e6ec595.000c655b	user_options->encoding_from	utf-8
TOP.5e6ec595.000c655b	user_options->encoding_to	utf-8
TOP.5e6ec595.000c655b	user_options->opencl_device_types	1
TOP.5e6ec595.000c655b	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e6ec595.000c655b	user_options->rule_buf_l	:
TOP.5e6ec595.000c655b	user_options->rule_buf_r	:
